Name,License_No,Area,Police_Station,Address,Gun_Type,Weapon_Model,Issue_Date,Expiry_Date,Status,Mobile,Gender,DOB,Remarks
Nidhi Patel,MP-BPL-2011-959868,Bairagarh,Bairagarh Police Station,"326, Safalta Nagar, Bairagarh, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2014-01-10,2024-01-08,Expired,9396096262,Female,1983-04-10,Due to order
Mohit Mehra,MP-BPL-2015-983779,Kolar Road,Kolar Road Police Station,"21, Vivekananda Road, Kolar Road, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2020-08-13,2030-08-11,Active,8109724725,Male,1955-07-31,
Kirti Joshi,MP-BPL-2014-781478,MP Nagar,MP Nagar Police Station,"976, Kranti Road, MP Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-03-24,2027-03-22,Active,9410496706,Male,1963-03-31,
Ajit Khanna,MP-BPL-2010-907959,Patel Nagar,Patel Nagar Police Station,"489, Saraswati Road, Patel Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-10-15,2026-10-13,Active,6678719261,Male,1979-08-31,
Megha Thakur,MP-BPL-2019-968487,Bairagarh,Bairagarh Police Station,"347/297, Durga Path, Bairagarh, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2016-07-25,2026-07-23,Active,7261896288,Female,1962-11-02,
Tarun Kapoor,MP-BPL-2020-227630,Koh-e-Fiza,Koh-e-Fiza Police Station,"478, Azad Road, Koh-e-Fiza, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2015-06-15,2025-06-12,Expired,+918687506351,Male,1981-04-19,Due to order
Pavan Desai,MP-BPL-2014-931023,BHEL,BHEL Police Station,"296, Gandhi Colony, BHEL, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2015-03-05,2025-03-02,Expired,9284982474,Male,1952-09-02,
Sneha Mishra,MP-BPL-2022-191389,Katara Hills,Katara Hills Police Station,"H.No. 412, Saraswati Path, Katara Hills, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-08-13,2030-08-11,Active,+918530153030,Female,1954-03-01,
Rajesh Singh,MP-BPL-2020-668716,Saket Nagar,Saket Nagar Police Station,"347/88, Vivekananda Marg, Saket Nagar, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2013-06-16,2023-06-14,Expired,9245723084,Male,1973-12-11,Due to election
Pavan Khandelwal,MP-BPL-2022-279517,Hoshangabad Road,Hoshangabad Road Police Station,"226/619, Tagore Chowk, Hoshangabad Road, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2013-01-17,2023-01-15,Expired,7983168739,Male,1998-09-28,
Avinash Agarwal,MP-BPL-2018-683069,Kolar Road,Kolar Road Police Station,"541/593, Vikas Colony, Kolar Road, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-05-12,2027-05-10,Active,8231919908,Male,2001-01-07,
Naresh Goel,MP-BPL-2020-975290,Patel Nagar,Patel Nagar Police Station,"389, Azad Road, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-04-20,2026-04-18,Active,+918171827548,Male,1952-01-23,
Pramod Chauhan,MP-BPL-2014-254610,Kolar Road,Kolar Road Police Station,"H.No. 776, Tagore Marg, Kolar Road, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2014-04-19,2024-04-16,Submitted,+917061632945,Male,1998-05-01,Due to election
Swati Yadav,MP-BPL-2016-945365,Piplani,Piplani Police Station,"11, Tagore Marg, Piplani, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-08-02,2026-07-31,Active,9270664890,Female,1964-07-30,
Rakesh Bhatia,MP-BPL-2025-950710,Kolar Road,Kolar Road Police Station,"H.No. 978, Durga Colony, Kolar Road, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2025-11-10,2035-11-08,Submitted,9954217562,Male,2001-01-20,Due to order
Ritu Verma,MP-BPL-2015-435155,Bagsewaniya,Bagsewaniya Police Station,"H.No. 25/347, Lakshmi Marg, Bagsewaniya, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-06-12,2028-06-09,Active,6630335636,Female,2000-05-25,
Ratan Patel,MP-BPL-2012-864605,Saket Nagar,Saket Nagar Police Station,"505/905, Pragati Colony, Saket Nagar, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2017-04-18,2027-04-16,Active,7010713966,Male,1967-08-18,
Kirti Gupta,MP-BPL-2012-323228,New Market,New Market Police Station,"252/490, Aman Street, New Market, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2017-06-20,2027-06-18,Active,9828753355,Male,2000-07-17,
Rohit Shukla,MP-BPL-2018-219786,Bairagarh,Bairagarh Police Station,"H.No. 471/351, Pragati Colony, Bairagarh, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2021-01-10,2031-01-08,Active,8988558298,Male,1980-12-14,
Bharti Pandey,MP-BPL-2022-370473,Raisen Road,Raisen Road Police Station,"263/453, Unnati Path, Raisen Road, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2018-11-09,2028-11-06,Active,9054669275,Female,1992-06-06,
Swati Mittal,MP-BPL-2014-703149,Patel Nagar,Patel Nagar Police Station,"249/986, Unnati Circle, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-01-03,2028-01-01,Active,9771539022,Female,1959-10-06,
Savita Verma,MP-BPL-2012-940946,Berasia,Berasia Police Station,"H.No. 971/344, Udyan Nagar, Berasia, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-05-06,2029-05-03,Active,+918798877492,Female,1978-02-18,
Anil Tiwari,MP-BPL-2012-615098,New Market,New Market Police Station,"H.No. 905/146, Tilak Circle, New Market, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-06-03,2026-06-01,Active,9787032381,Male,1983-03-31,
Manoj Singhal,MP-BPL-2022-117590,BHEL,BHEL Police Station,"634, Bhakti Path, BHEL, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2016-12-21,2026-12-19,Active,7029276405,Male,1987-08-16,
Prakash Singh,MP-BPL-2023-549752,Roshanpura,Roshanpura Police Station,"33/714, Durga Zila, Roshanpura, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2020-02-01,2030-01-29,Active,9617718249,Male,1994-07-25,
Seema Malhotra,MP-BPL-2020-120896,Ashoka Garden,Ashoka Garden Police Station,"1, Pragati Marg, Ashoka Garden, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2020-04-13,2030-04-11,Submitted,+918250029218,Female,1952-06-13,Due to festival
Sahil Verma,MP-BPL-2010-714094,Shahpura,Shahpura Police Station,"H.No. 497/104, Gandhi Marg, Shahpura, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-11-19,2029-11-16,Active,+916901380698,Male,1982-03-28,
Alok Arora,MP-BPL-2012-493136,Shahpura,Shahpura Police Station,"H.No. 366/69, Safalta Street, Shahpura, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-07-03,2027-07-01,Active,+919285353399,Male,1994-01-04,
Rajesh Pandey,MP-BPL-2011-556988,Habibganj,Habibganj Police Station,"321, Tilak Road, Habibganj, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2011-01-29,2021-01-26,Revoked,9856977143,Male,1973-03-06,Due to festival
Seema Arora,MP-BPL-2015-515898,Arera Colony,Arera Colony Police Station,"566, Durga Marg, Arera Colony, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-08-29,2028-08-26,Active,+918445877175,Female,1975-12-18,
Rakesh Shukla,MP-BPL-2010-341773,Patel Nagar,Patel Nagar Police Station,"H.No. 554, Saraswati Nagar, Patel Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-11-09,2027-11-07,Active,8124189389,Male,1959-04-11,
Vinod Singhal,MP-BPL-2023-118111,Patel Nagar,Patel Nagar Police Station,"934/615, Udyan Nagar, Patel Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2018-12-25,2028-12-22,Active,7321349522,Male,1966-05-29,
Vinod Arora,MP-BPL-2019-674414,Kolar Road,Kolar Road Police Station,"201, Safalta Street, Kolar Road, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2016-06-25,2026-06-23,Active,7800436475,Male,1992-05-02,
Lalit Verma,MP-BPL-2025-504253,Kolar Road,Kolar Road Police Station,"H.No. 353, Aman Street, Kolar Road, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2015-10-23,2025-10-20,Active,7789121397,Male,1985-08-12,
Manoj Chauhan,MP-BPL-2020-733749,Berasia,Berasia Police Station,"51, Lakshmi Nagar, Berasia, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2014-12-31,2024-12-28,Expired,8713171978,Male,1984-08-04,
Lalit Rathore,MP-BPL-2019-608072,Patel Nagar,Patel Nagar Police Station,"628/357, Udyan Chowk, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-06-22,2030-06-20,Active,6649328980,Male,1992-09-05,
Kapil Goyal,MP-BPL-2013-285197,Bawadiya Kalan,Bawadiya Kalan Police Station,"991, Vivekananda Marg, Bawadiya Kalan, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-11-08,2027-11-06,Active,+916571732030,Male,1989-08-18,
Suresh Desai,MP-BPL-2019-603028,Ashoka Garden,Ashoka Garden Police Station,"H.No. 709, Patel Colony, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2017-10-13,2027-10-11,Active,6076762090,Male,1963-09-03,
Sunil Sethi,MP-BPL-2025-390334,Chhola Road,Chhola Road Police Station,"H.No. 729/668, Durga Marg, Chhola Road, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2025-04-07,2035-04-05,Revoked,+917096520744,Male,2002-05-22,Due to order
Ratan Maheshwari,MP-BPL-2018-490843,Arera Colony,Arera Colony Police Station,"732, Saraswati Marg, Arera Colony, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2018-10-23,2028-10-20,Submitted,+919375791452,Male,2000-07-25,Due to festival
Amit Singhal,MP-BPL-2022-622952,Chunabhatti,Chunabhatti Police Station,"H.No. 156, Unnati Chowk, Chunabhatti, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2020-11-05,2030-11-03,Active,9524508640,Male,1964-04-16,
Ajit Joshi,MP-BPL-2014-807985,Indrapuri,Indrapuri Police Station,"H.No. 907/733, Kranti Circle, Indrapuri, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2014-06-05,2024-06-02,Expired,7447563112,Male,1964-11-14,Due to order
Mohit Chopra,MP-BPL-2010-920539,Raisen Road,Raisen Road Police Station,"497, Azad Colony, Raisen Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2015-05-08,2025-05-05,Expired,7927663723,Male,1987-02-16,Due to election
Sahil Singh,MP-BPL-2025-240494,New Market,New Market Police Station,"H.No. 382/510, Azad Colony, New Market, Bhopal, Madhya Pradesh",Air Gun,.38 Revolver,2017-09-12,2027-09-10,Active,8260972360,Male,1982-02-18,
Vinod Patel,MP-BPL-2021-228074,Bagsewaniya,Bagsewaniya Police Station,"H.No. 654, Prakash Marg, Bagsewaniya, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2016-11-21,2026-11-19,Active,+916365024916,Male,1955-09-11,
Vipul Singhal,MP-BPL-2011-171850,TT Nagar,TT Nagar Police Station,"H.No. 694/307, Subhash Ganj, TT Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2020-01-17,2030-01-14,Active,+917531649828,Male,1964-10-10,
Rita Bajaj,MP-BPL-2019-287843,Ashoka Garden,Ashoka Garden Police Station,"196/643, Aman Nagar, Ashoka Garden, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2017-12-11,2027-12-09,Active,9919530164,Female,1984-12-21,
Neha Sachdeva,MP-BPL-2025-468074,Shyamla Hills,Shyamla Hills Police Station,"H.No. 891, Shakti Colony, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2025-07-25,2035-07-23,Revoked,7018366752,Female,1966-07-11,Due to election
Ajit Goyal,MP-BPL-2017-436523,New Market,New Market Police Station,"576/713, Vivekananda Ganj, New Market, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2021-01-17,2031-01-15,Active,7366704171,Male,1993-12-25,
Pramod Joshi,MP-BPL-2014-982667,BHEL,BHEL Police Station,"H.No. 276/872, Vivekananda Path, BHEL, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2017-07-30,2027-07-28,Active,+917915855116,Male,1966-10-20,
Chetan Tiwari,MP-BPL-2024-767427,Katara Hills,Katara Hills Police Station,"982, Tilak Zila, Katara Hills, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2024-01-22,2034-01-19,Revoked,9804186930,Male,1989-03-18,Due to order
Rohit Shukla,MP-BPL-2010-101655,Arera Colony,Arera Colony Police Station,"H.No. 793/538, Udyan Road, Arera Colony, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2019-10-12,2029-10-09,Active,+919225223728,Male,2000-03-12,
Rakesh Khandelwal,MP-BPL-2016-846165,Karond,Karond Police Station,"H.No. 234/433, Lakshmi Zila, Karond, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2016-09-20,2026-09-18,Revoked,9100170781,Male,1991-10-03,Due to election
Sneha Khandelwal,MP-BPL-2024-270568,Kolar Road,Kolar Road Police Station,"H.No. 183/851, Saraswati Street, Kolar Road, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2017-01-27,2027-01-25,Active,+919922394071,Female,1953-08-20,
Vipul Bhatia,MP-BPL-2018-365449,Jahangirabad,Jahangirabad Police Station,"225, Mukti Nagar, Jahangirabad, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2018-02-03,2028-02-01,Revoked,9688658348,Male,1977-03-22,Due to election
Pavan Jindal,MP-BPL-2016-412053,TT Nagar,TT Nagar Police Station,"550/150, Saraswati Ganj, TT Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2018-07-02,2028-06-29,Active,+916013827210,Male,1961-11-12,
Anil Mishra,MP-BPL-2015-584405,TT Nagar,TT Nagar Police Station,"842, Unnati Street, TT Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-08-28,2027-08-26,Active,8402635582,Male,1958-05-29,
Rakesh Arora,MP-BPL-2016-577555,Hoshangabad Road,Hoshangabad Road Police Station,"765, Aman Chowk, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2013-11-24,2023-11-22,Expired,9115940821,Male,1991-06-10,Due to order
Anil Khanna,MP-BPL-2018-703330,MP Nagar,MP Nagar Police Station,"714, Bhakti Colony, MP Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2019-04-15,2029-04-12,Active,+916737949994,Male,1996-08-03,
Mahesh Khandelwal,MP-BPL-2016-242304,Arera Colony,Arera Colony Police Station,"557/426, Mukti Street, Arera Colony, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2018-02-23,2028-02-21,Active,+918612157562,Male,2004-04-01,
Amit Goyal,MP-BPL-2021-882304,Chhola Road,Chhola Road Police Station,"191, Patel Path, Chhola Road, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2021-01-02,2030-12-31,Submitted,+917301658373,Male,1953-01-09,Due to festival
Sunita Jain,MP-BPL-2010-301019,Habibganj,Habibganj Police Station,"729, Aman Ganj, Habibganj, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2014-04-30,2024-04-27,Expired,6617688029,Female,1998-02-01,Due to election
Chetan Maheshwari,MP-BPL-2012-231350,Katara Hills,Katara Hills Police Station,"556/222, Udyan Marg, Katara Hills, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2012-04-30,2022-04-28,Revoked,8016276292,Male,1992-12-30,Due to order
Sunita Mehta,MP-BPL-2023-852204,Shahpura,Shahpura Police Station,"H.No. 975/266, Lakshmi Colony, Shahpura, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2020-05-28,2030-05-26,Active,8809351187,Female,1989-08-27,
Pramod Agarwal,MP-BPL-2016-479256,Bawadiya Kalan,Bawadiya Kalan Police Station,"H.No. 452, Saraswati Circle, Bawadiya Kalan, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2020-08-13,2030-08-11,Active,6673095326,Male,1977-02-10,
Mahesh Rathore,MP-BPL-2017-110880,Shyamla Hills,Shyamla Hills Police Station,"532, Mukti Nagar, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-10-31,2026-10-29,Active,7644789378,Male,1970-12-31,
Rita Malhotra,MP-BPL-2010-851062,Patel Nagar,Patel Nagar Police Station,"362/298, Aman Marg, Patel Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2016-09-12,2026-09-10,Active,6720197084,Female,2003-05-22,
Tarun Singhal,MP-BPL-2022-943584,Patel Nagar,Patel Nagar Police Station,"280, Tagore Marg, Patel Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2022-08-15,2032-08-12,Submitted,+918151488814,Male,2001-04-09,Due to election
Anjali Sethi,MP-BPL-2019-967641,Habibganj,Habibganj Police Station,"253/593, Tilak Zila, Habibganj, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-08-22,2029-08-19,Active,9851935837,Female,1969-11-28,
Gita Singhal,MP-BPL-2023-156710,Piplani,Piplani Police Station,"679/489, Pragati Zila, Piplani, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2016-06-28,2026-06-26,Active,8213109622,Female,1989-07-25,
Ashok Shukla,MP-BPL-2010-769915,Karond,Karond Police Station,"H.No. 67, Safalta Nagar, Karond, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2016-05-05,2026-05-03,Active,9698416612,Male,1970-08-29,
Sudha Jindal,MP-BPL-2013-655108,Patel Nagar,Patel Nagar Police Station,"H.No. 908/290, Shanti Marg, Patel Nagar, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2013-07-23,2023-07-21,Revoked,7295217970,Female,1984-01-16,Due to order
Suresh Shukla,MP-BPL-2023-180334,MP Nagar,MP Nagar Police Station,"H.No. 532, Vikas Street, MP Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2020-04-20,2030-04-18,Active,+919752572316,Male,1974-07-15,
Ratan Dubey,MP-BPL-2023-414164,Shahpura,Shahpura Police Station,"H.No. 441/612, Saraswati Colony, Shahpura, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2014-07-16,2024-07-13,Expired,7686632663,Male,1999-10-31,
Amit Patel,MP-BPL-2021-832497,Karond,Karond Police Station,"482, Shanti Zila, Karond, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2019-07-26,2029-07-23,Active,6412009282,Male,1972-09-17,
Suresh Chopra,MP-BPL-2020-199696,Bairagarh,Bairagarh Police Station,"924/967, Patel Road, Bairagarh, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-07-04,2029-07-01,Active,+919211708894,Male,1981-02-03,
Amit Chopra,MP-BPL-2024-600318,Piplani,Piplani Police Station,"932/291, Pragati Marg, Piplani, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2014-11-12,2024-11-09,Expired,7009818063,Male,1999-01-10,
Suresh Shukla,MP-BPL-2011-557485,MP Nagar,MP Nagar Police Station,"932, Udyan Zila, MP Nagar, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2016-12-13,2026-12-11,Active,8547223989,Male,1965-02-18,
Nikhil Chauhan,MP-BPL-2024-320507,Arera Colony,Arera Colony Police Station,"159, Vivekananda Zila, Arera Colony, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2020-06-12,2030-06-10,Active,+917925879643,Male,1984-05-15,
Manoj Goyal,MP-BPL-2022-962813,Bagsewaniya,Bagsewaniya Police Station,"466, Bhakti Road, Bagsewaniya, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2015-05-11,2025-05-08,Expired,6062737158,Male,1988-01-12,Due to order
Sahil Mittal,MP-BPL-2014-308635,Shahpura,Shahpura Police Station,"H.No. 533/639, Saraswati Street, Shahpura, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2015-10-05,2025-10-02,Active,7569133030,Male,1974-06-05,
Manoj Kumar,MP-BPL-2022-912555,Saket Nagar,Saket Nagar Police Station,"753, Lakshmi Ganj, Saket Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-05-21,2027-05-19,Active,9629368426,Male,1974-10-09,
Priya Singh,MP-BPL-2012-920375,Hoshangabad Road,Hoshangabad Road Police Station,"H.No. 617, Vivekananda Zila, Hoshangabad Road, Bhopal, Madhya Pradesh",Air Gun,.22 Rifle,2017-08-21,2027-08-19,Active,6124955289,Female,1959-09-08,
Ramesh Mishra,MP-BPL-2018-435027,Habibganj,Habibganj Police Station,"H.No. 220/953, Tagore Street, Habibganj, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2019-07-08,2029-07-05,Active,+918795074071,Male,1960-09-15,
Anita Joshi,MP-BPL-2023-798217,Saket Nagar,Saket Nagar Police Station,"H.No. 838, Bhakti Path, Saket Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2020-11-24,2030-11-22,Active,7226679419,Female,1983-11-04,
Pavan Patel,MP-BPL-2012-582576,Roshanpura,Roshanpura Police Station,"87, Unnati Circle, Roshanpura, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-01-01,2028-12-29,Active,+916497501980,Male,1954-03-01,
Ashok Sharma,MP-BPL-2023-104887,Vidya Nagar,Vidya Nagar Police Station,"314, Safalta Zila, Vidya Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-06-26,2030-06-24,Active,+916239728351,Male,1971-02-04,
Nikhil Shukla,MP-BPL-2011-323226,Shyamla Hills,Shyamla Hills Police Station,"833/529, Aman Ganj, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-08-26,2029-08-23,Active,7377487700,Male,2003-02-15,
Suresh Sethi,MP-BPL-2012-290619,Kolar Road,Kolar Road Police Station,"H.No. 591/932, Pragati Circle, Kolar Road, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-08-11,2030-08-09,Active,7165914388,Male,1957-01-19,
Mitu Khandelwal,MP-BPL-2022-403578,Bairagarh,Bairagarh Police Station,"H.No. 22/176, Pragati Marg, Bairagarh, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2013-01-03,2023-01-01,Expired,8161369681,Female,1985-08-22,Due to festival
Rajesh Tiwari,MP-BPL-2013-213541,Shahpura,Shahpura Police Station,"299, Kranti Street, Shahpura, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-09-06,2029-09-03,Active,6803889044,Male,1979-11-14,
Suresh Gupta,MP-BPL-2021-795781,Bawadiya Kalan,Bawadiya Kalan Police Station,"938, Kranti Marg, Bawadiya Kalan, Bhopal, Madhya Pradesh",Air Gun,.22 Rifle,2012-12-18,2022-12-16,Expired,8872829979,Male,1973-11-10,Due to election
Mahesh Chauhan,MP-BPL-2015-171744,BHEL,BHEL Police Station,"H.No. 701/233, Mukti Chowk, BHEL, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2015-02-16,2025-02-13,Revoked,6172400504,Male,2003-12-27,Due to festival
Pramod Pandey,MP-BPL-2020-250181,TT Nagar,TT Nagar Police Station,"733, Patel Street, TT Nagar, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2019-03-17,2029-03-14,Active,7500743292,Male,1976-02-24,
Alok Gupta,MP-BPL-2020-319757,Shahpura,Shahpura Police Station,"318, Durga Nagar, Shahpura, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2015-09-03,2025-08-31,Active,8903764747,Male,1978-01-06,
Chetan Shah,MP-BPL-2025-946652,Shahpura,Shahpura Police Station,"H.No. 379, Bhakti Nagar, Shahpura, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-10-18,2029-10-15,Active,+917216107051,Male,1961-08-20,
Karima Khanna,MP-BPL-2015-612997,Patel Nagar,Patel Nagar Police Station,"812/316, Kranti Chowk, Patel Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2015-10-05,2025-10-02,Active,+916505061387,Female,1955-12-31,
Arjun Mehra,MP-BPL-2014-694707,Patel Nagar,Patel Nagar Police Station,"636, Shakti Street, Patel Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2014-01-14,2024-01-12,Submitted,7353910161,Male,1967-01-17,Due to order
Pavan Kapoor,MP-BPL-2013-109563,Arera Colony,Arera Colony Police Station,"367/882, Azad Chowk, Arera Colony, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2020-09-23,2030-09-21,Active,9812259572,Male,1981-02-14,
Kapil Sachdeva,MP-BPL-2022-495150,Karond,Karond Police Station,"H.No. 752, Saraswati Chowk, Karond, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2020-01-21,2030-01-18,Active,6945391177,Male,2000-07-31,
Lekha Singh,MP-BPL-2010-822507,Govindpura,Govindpura Police Station,"788, Lakshmi Ganj, Govindpura, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-07-31,2030-07-29,Active,6971408346,Female,1971-07-24,
Ashok Jain,MP-BPL-2012-979859,Jahangirabad,Jahangirabad Police Station,"806/895, Vikas Marg, Jahangirabad, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2020-03-09,2030-03-07,Active,+918196233260,Male,1986-11-20,
Deepak Kumar,MP-BPL-2020-469458,Katara Hills,Katara Hills Police Station,"430/547, Unnati Chowk, Katara Hills, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-07-21,2029-07-18,Active,8572026656,Male,1985-11-06,
Amit Bajaj,MP-BPL-2021-835620,Indrapuri,Indrapuri Police Station,"368, Unnati Ganj, Indrapuri, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2014-01-07,2024-01-05,Expired,+917604180952,Male,1994-10-17,Due to election
Dinesh Bhatia,MP-BPL-2023-166994,New Market,New Market Police Station,"495/668, Bhakti Path, New Market, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2023-02-22,2033-02-19,Submitted,+917503687156,Male,1969-05-28,Due to order
Alok Desai,MP-BPL-2015-894417,Roshanpura,Roshanpura Police Station,"H.No. 584/769, Kranti Road, Roshanpura, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2015-04-01,2025-03-29,Expired,7043397189,Male,1970-08-05,Due to order
Naresh Thakur,MP-BPL-2018-612996,Ayodhya Nagar,Ayodhya Nagar Police Station,"560/151, Shanti Marg, Ayodhya Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2017-11-17,2027-11-15,Active,8744653255,Male,1973-03-10,
Nikhil Shukla,MP-BPL-2016-791895,Ayodhya Nagar,Ayodhya Nagar Police Station,"H.No. 606/911, Pragati Path, Ayodhya Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2018-05-18,2028-05-15,Active,8515452607,Male,1956-09-07,
Ashok Singh,MP-BPL-2011-359214,Arera Colony,Arera Colony Police Station,"H.No. 486, Azad Colony, Arera Colony, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2011-08-16,2021-08-13,Submitted,6146723849,Male,1979-01-24,Due to festival
